x_pos, y_pos, orientation, steering_angle, speed
35.5965, 2.43368, -2.53724, 0.293414, 5.98762
35.2089, 1.94492, -2.17601, 0.377434, 6.02923
35.0267, 1.38663, -1.76531, 0.448212, 6.0781
35.0965, 0.822479, -1.29138, 0.538346, 6.11964
35.4185, 0.379997, -0.748357, 0.621801, 6.18057
35.9123, 0.0666761, -0.332336, 0.556198, 6.23185
36.4562, 0.00113186, 0.0640319, 0.533058, 6.28441
36.9977, 0.171313, 0.468897, 0.533632, 6.34149
37.4649, 0.546528, 0.875654, 0.53668, 6.39921
37.7547, 1.09394, 1.29841, 0.549116, 6.4487
37.7395, 1.72791, 1.7873, 0.587487, 6.49054
37.3824, 2.32093, 2.33226, 0.632772, 6.52556
36.8147, 2.71449, 2.77738, 0.632092, 6.56656
36.1161, 2.7348, -2.90591, 0.671939, 6.60283
35.5224, 2.35225, -2.26357, 0.711713, 6.63953
35.284, 1.69014, -1.57771, 0.735119, 6.68061
35.5059, 1.08764, -0.863689, 0.740975, 6.71591
36.0471, 0.82758, -0.117916, 0.754566, 6.74942
36.64, 0.936603, 0.56278, 0.8179, 6.756
36.9684, 1.46002, 1.39466, 0.926415, 6.76575
36.7193, 2.09087, 2.44917, 1.09063, 6.80423
36.0438, 2.08765, -2.4129, 0.787026, 6.78921
35.7494, 1.46177, -1.61078, 0.760368, 6.78326
35.9456, 0.831394, -0.862228, 0.766342, 6.75387
36.4963, 0.539932, -0.0975969, 0.799016, 6.74426
37.0746, 0.78037, 0.747686, 0.848766, 6.71925
37.2463, 1.41861, 1.68191, 0.908375, 6.70244
36.8687, 2.03865, 2.61606, 0.966113, 6.69768
36.1468, 2.07971, -2.60473, 0.905316, 6.67546
35.7067, 1.57356, -1.71395, 0.825583, 6.6589
35.7679, 0.945084, -0.970349, 0.758961, 6.63303
36.2006, 0.570159, -0.299537, 0.741606, 6.62924
36.7659, 0.567524, 0.3688, 0.735135, 6.58941
37.1879, 0.977695, 1.07122, 0.766095, 6.56308
37.2539, 1.61297, 1.80231, 0.786172, 6.52627
36.8733, 2.16688, 2.54202, 0.804574, 6.48379
36.2356, 2.28129, -2.91625, 0.793547, 6.44334
35.756, 1.92231, -2.11271, 0.784242, 6.40406
35.5941, 1.37181, -1.44549, 0.759348, 6.34171
35.7982, 0.856565, -0.815762, 0.739244, 6.28784
36.241, 0.572451, -0.215578, 0.725379, 6.20756
36.7393, 0.616963, 0.384708, 0.73924, 6.11224
37.1178, 0.958496, 1.00544, 0.767269, 6.02574
37.1963, 1.46603, 1.6702, 0.8126, 5.92932
36.9151, 1.92399, 2.3916, 0.868379, 5.84275
36.3376, 2.03451, -3.03484, 0.877287, 5.75735
35.8098, 1.69886, -2.21334, 0.85901, 5.68737
35.6695, 1.1083, -1.44225, 0.83696, 5.60277
35.9147, 0.583499, -0.744188, 0.802703, 5.51987
36.3794, 0.332917, -0.114049, 0.768901, 5.44533
36.8681, 0.389916, 0.467469, 0.744459, 5.35295
37.2223, 0.698192, 1.02086, 0.736686, 5.29033
37.3249, 1.13695, 1.57779, 0.743514, 5.20357
37.1401, 1.5831, 2.14913, 0.765542, 5.12155
36.7129, 1.85678, 2.74093, 0.79288, 5.06139
36.1627, 1.80961, -2.8392, 0.824893, 4.99453
35.7509, 1.46044, -2.15346, 0.82175, 4.90314
35.6195, 1.0139, -1.52025, 0.788731, 4.80615
35.749, 0.594876, -0.939272, 0.766424, 4.72727
36.0402, 0.342267, -0.391112, 0.747906, 4.63908
36.3851, 0.3398, 0.160761, 0.757952, 4.54878
36.6802, 0.493747, 0.606597, 0.762063, 4.44242
36.9038, 0.785523, 1.04299, 0.765671, 4.33505
36.9454, 1.15046, 1.48633, 0.780708, 4.24377
36.8283, 1.5337, 1.92531, 0.793098, 4.15407
36.5206, 1.85122, 2.37216, 0.80848, 4.10038
36.0882, 2.01046, 2.82566, 0.828055, 4.05468
35.6024, 1.92996, -2.8973, 0.848767, 4.03349
35.16, 1.65889, -2.36802, 0.838238, 4.01218
34.8527, 1.2534, -1.89218, 0.807726, 4.01073
34.7444, 0.773555, -1.45515, 0.773664, 3.98182
34.7925, 0.349992, -1.06653, 0.737017, 3.94192
34.9924, 0.0202303, -0.699818, 0.716808, 3.87745
35.2555, -0.21717, -0.365213, 0.695137, 3.83201
35.5624, -0.315004, -0.0344504, 0.685753, 3.76354
35.8361, -0.283829, 0.295939, 0.68727, 3.71345
36.0846, -0.157121, 0.625934, 0.690408, 3.62994
36.2589, 0.0595133, 0.956867, 0.699167, 3.58555
36.3601, 0.342645, 1.28917, 0.706157, 3.53472
36.3544, 0.629157, 1.62175, 0.715509, 3.477
36.2246, 0.884837, 1.96512, 0.730187, 3.41159
36.031, 1.11352, 2.29323, 0.73845, 3.35425
35.749, 1.25999, 2.62822, 0.747734, 3.31065
35.4162, 1.30534, 2.96266, 0.758433, 3.26566
35.088, 1.18694, -2.85621, 0.775576, 3.23976
34.8203, 0.947293, -2.40054, 0.786561, 3.19965
34.6403, 0.660732, -1.97448, 0.787107, 3.17954
34.6003, 0.347113, -1.55337, 0.786415, 3.15695
34.6927, 0.0359155, -1.1411, 0.785452, 3.12158
34.868, -0.174224, -0.738286, 0.781933, 3.07871
35.1376, -0.292198, -0.339853, 0.785003, 3.03083
35.4373, -0.279991, 0.0580848, 0.792126, 3.00063
35.7176, -0.182673, 0.440075, 0.793795, 2.96476
35.9188, 0.00672005, 0.81876, 0.793559, 2.92673
36.039, 0.235146, 1.18446, 0.793116, 2.89622
36.0481, 0.495011, 1.55047, 0.798662, 2.88394
35.9251, 0.728552, 1.92953, 0.810791, 2.84207
35.7221, 0.923868, 2.30553, 0.82, 2.81925
35.4753, 1.08168, 2.55665, 0.826916, 2.79236
35.2052, 1.21148, 2.79548, 0.827264, 2.76682
34.8906, 1.24916, 1.94984, -0.210626, 1.60132
34.8208, 1.34293, 1.7436, -0.187514, 1.56897
34.7767, 1.43618, 1.70447, 0.0307581, 1.67521
34.7317, 1.52657, 1.71489, 0.257009, 1.78004
34.6769, 1.60302, 1.74673, 0.433038, 1.84027
34.618, 1.67164, 1.79367, 0.537884, 1.85393
34.5569, 1.75009, 1.85152, 0.591081, 1.85488
34.4945, 1.79136, 1.92807, 0.629718, 1.83072
34.4119, 1.79926, 2.01615, 0.656257, 1.81062
34.3374, 1.81579, 2.10609, 0.678574, 1.7881
34.2382, 1.82011, 2.2022, 0.693572, 1.77886
34.1106, 1.82469, 2.31008, 0.708713, 1.76582
33.9907, 1.81495, 2.41814, 0.720146, 1.75958
33.8608, 1.76543, 2.53528, 0.733095, 1.7518
33.7126, 1.72091, 2.65516, 0.746876, 1.73801
33.546, 1.63851, 2.78368, 0.763218, 1.71918
33.3897, 1.56523, 2.91397, 0.782273, 1.68016
33.2461, 1.45314, -0.136642, 0.867214, 1.66712
33.4582, 1.35442, 0.153236, 0.637557, 1.58426
33.6141, 1.27455, 0.260325, 0.623515, 1.5655
33.7504, 1.21254, 0.348274, 0.62906, 1.55189
33.8928, 1.15928, 0.43578, 0.633316, 1.54612
34.0043, 1.1243, 0.525205, 0.641476, 1.52245
34.1208, 1.08714, 0.615637, 0.65275, 1.48686
34.2465, 1.06869, 0.705163, 0.661013, 1.45746
34.3646, 1.06402, 0.793004, 0.672481, 1.42827
34.4655, 1.06371, 0.881398, 0.686319, 1.37969
34.5645, 1.08509, 0.96917, 0.698762, 1.35164
34.6549, 1.08409, 1.0572, 0.711182, 1.3055
34.7345, 1.10464, 1.14555, 0.721145, 1.28279
34.8016, 1.13453, 1.2337, 0.726769, 1.26936
34.8695, 1.16897, 1.32119, 0.7355, 1.24791
34.9295, 1.20822, 1.40832, 0.743483, 1.24047
34.9774, 1.23588, 1.49496, 0.752156, 1.21057
35.0361, 1.27334, 1.58005, 0.752039, 1.22646
35.0596, 1.28509, 1.67229, 0.758096, 1.21238
35.0894, 1.31838, 1.75824, 0.764184, 1.18509
35.1134, 1.33945, 1.84415, 0.770505, 1.16117
35.1258, 1.3502, 1.92758, 0.776836, 1.11562
35.1162, 1.3545, 2.01, 0.783344, 1.0858
35.117, 1.34846, 2.08774, 0.787075, 1.05527
35.0751, 1.3181, 2.16453, 0.793915, 1.01769
35.0462, 1.26678, 2.23986, 0.800276, 0.998116
35.0146, 1.21426, 2.3111, 0.807504, 0.971909
34.9832, 1.19206, 2.37859, 0.814076, 0.961545
34.9449, 1.15203, 2.44535, 0.819244, 0.942853
34.8873, 1.08633, 2.50984, 0.827181, 0.904915
34.8425, 1.00709, 2.57578, 0.834309, 0.906518
34.8136, 0.920328, 2.64047, 0.842265, 0.882278
34.7591, 0.835551, 2.7004, 0.848909, 0.854117
34.7053, 0.756483, 2.75434, 0.858531, 0.843744
34.662, 0.697111, 2.80623, 0.865245, 0.822551
34.6114, 0.608103, 2.85662, 0.871375, 0.818382
34.5667, 0.528093, 2.907, 0.876481, 0.807358
34.5266, 0.449261, 2.95692, 0.882657, 0.781893
34.4525, 0.392275, 0.691293, 0.919567, 0.797484
34.5576, 0.399318, 0.770621, 0.824625, 0.750866
34.619, 0.394231, 0.85015, 0.809165, 0.746335
34.6406, 0.399139, 0.927444, 0.801454, 0.712506
34.6755, 0.388595, 0.999115, 0.797684, 0.687223
34.683, 0.376355, 1.06858, 0.79968, 0.658445
34.6967, 0.350344, 1.13172, 0.804224, 0.635019
34.7176, 0.327142, 1.19456, 0.804445, 0.623764
34.7427, 0.31875, 1.25192, 0.806584, 0.613253
34.7481, 0.299992, 1.30781, 0.809947, 0.576243
34.7644, 0.289459, 1.36115, 0.811352, 0.580582
34.7708, 0.299441, 1.40936, 0.815542, 0.544762
34.8059, 0.305578, 1.45434, 0.817783, 0.521504
34.8126, 0.311349, 1.4985, 0.820673, 0.522983
34.8008, 0.31553, 1.5439, 0.824853, 0.519392
34.8107, 0.317722, 1.58939, 0.824448, 0.516593
34.801, 0.339634, 1.63381, 0.82181, 0.51494
34.7966, 0.362761, 1.67591, 0.822661, 0.498211
34.7789, 0.375233, 1.71594, 0.821275, 0.473172
34.7375, 0.393291, 1.75195, 0.821506, 0.453899
34.6923, 0.385243, 1.78699, 0.822784, 0.425925
34.6572, 0.377949, 1.81619, 0.825276, 0.407858
34.6457, 0.375658, 1.84137, 0.827317, 0.376498
34.6388, 0.366101, 1.86217, 0.828837, 0.343725
34.614, 0.325633, 1.87658, 0.832029, 0.307331
34.5925, 0.289548, 1.88673, 0.831117, 0.303894
34.5763, 0.243264, 1.8921, 0.833211, 0.296358
34.5624, 0.228608, 1.9009, 0.831953, 0.319297
34.5251, 0.201236, 1.91206, 0.831798, 0.331234
34.5082, 0.20609, 1.92291, 0.835601, 0.326327
34.477, 0.194661, 1.93575, 0.838317, 0.320891
34.4559, 0.192181, 1.94815, 0.841791, 0.310848
34.4496, 0.180904, 1.96004, 0.841849, 0.320597
34.4448, 0.17664, 1.97343, 0.840452, 0.324539
34.4555, 0.150364, 1.98826, 0.841629, 0.331906
34.4687, 0.12123, 2.00335, 0.840779, 0.347815
34.4426, 0.0842014, 2.02306, 0.838317, 0.402693
34.4134, 0.063757, 2.04991, 0.835322, 0.429265
34.3939, 0.0167004, 2.08297, 0.830027, 0.469675
34.3948, 0.00217103, 2.12222, 0.827346, 0.492385
34.3919, -0.00335233, 2.16896, 0.822025, 0.555951
34.3937, 0.000764044, 2.22801, 0.816599, 0.604748
34.3983, 0.0265704, 2.29237, 0.810504, 0.651709
34.3969, 0.07787, 2.36858, 0.804321, 0.727175
34.3586, 0.109347, 2.45825, 0.796323, 0.814982
34.323, 0.143976, 2.55948, 0.790573, 0.878962
34.2413, 0.18924, 2.67064, 0.785708, 0.962559
34.1263, 0.222769, 2.61972, 0.784199, 1.0589
34.0155, 0.277342, 2.58886, 0.778616, 1.14414
33.9087, 0.333714, 2.57572, 0.768705, 1.24157
33.7526, 0.404684, 2.58, 0.755536, 1.33212
33.6239, 0.477016, 2.59681, 0.742745, 1.4364
33.4634, 0.532219, 2.63375, 0.730174, 1.52749
33.3081, 0.576551, 2.6845, 0.714887, 1.60676
33.1583, 0.60134, 2.74673, 0.701429, 1.68212
33.0395, 0.597752, 2.82252, 0.692033, 1.756
32.8983, 0.589292, 2.91061, 0.682439, 1.81755
32.7474, 0.557075, 0.122546, 0.732879, 1.86723
32.9626, 0.528456, 0.327323, 0.809264, 1.95781
33.1742, 0.575753, 0.553302, 0.813426, 1.9986
33.3796, 0.686305, 0.786918, 0.807982, 2.05382
33.5541, 0.860334, 1.02362, 0.796653, 2.0814
33.6624, 1.02856, 1.26067, 0.786643, 2.09841
33.7442, 1.21844, 1.49259, 0.779102, 2.1282
33.7395, 1.42483, 1.73572, 0.776246, 2.15252
33.6999, 1.61621, 1.97962, 0.774802, 2.20123
